goal,state,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34
2500,successful,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.06,0.07,0.06,0.07,0.00,0.06,0.00,0.00,0.00,0.07,0.07,0.06,0.00,0.06,0.00
9000,failed,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.03,0.05,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.03,0.03,0.04,0.05,0.05,0.03,0.06,0.04,0.05,0.05,0.00,0.05,0.04
11500,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.06,0.05,0.00,0.00,0.00,0.05,0.05,0.04,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.00,0.05,0.04,0.05,0.00,0.05,0.00
610,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.09,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.08,0.00,0.00,0.08,0.00,0.08,0.00,0.00,0.00
26900,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.04,0.03,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.00,0.03,0.03,0.04,0.00,0.04,0.03,0.04,0.04,0.00,0.04
15000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.00,0.06,0.00,0.07,0.00,0.00,0.00,0.06,0.07,0.06,0.00,0.07,0.00
245000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.05,0.00,0.00,0.05,0.05,0.06,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.00,0.07,0.06,0.05,0.05,0.00,0.05,0.00
9000,successful,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.04,0.05,0.05,0.00,0.00,0.05,0.04,0.04,0.05,0.04,0.05,0.00,0.05,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.05,0.04,0.04
2000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.05,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.07,0.06,0.06,0.05,0.07,0.06,0.00,0.04,0.06,0.06,0.00,0.00,0.00
7000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.06,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.00,0.07,0.00,0.06,0.06,0.07,0.00,0.00,0.00
8000,successful,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.05,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.00,0.05,0.00
2000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.04,0.06,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.00,0.00,0.03,0.00,0.00,0.01,0.00,0.02,0.00,0.02,0.06,0.05,0.00,0.07,0.00
6000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.07,0.00,0.00,0.06,0.06,0.05,0.00,0.06,0.00
800,successful,0.00,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.07,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.00,0.06,0.07,0.00,0.07,0.06,0.06,0.00,0.07,0.06,0.06,0.07,0.00,0.00
175000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.08,0.00,0.07,0.00,0.00,0.00,0.07,0.08,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.07,0.08,0.00,0.00,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.06,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.06,0.07,0.06,0.00,0.07,0.00
3500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.07,0.00,0.08,0.09,0.08,0.00,0.00,0.00
55000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.06,0.06,0.00,0.06,0.07,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.07,0.00,0.07,0.06,0.07,0.00,0.07,0.07
2000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.04,0.05,0.04,0.04,0.04,0.00,0.00,0.00,0.05,0.05,0.04,0.04,0.03,0.03,0.00,0.05,0.04,0.04,0.04,0.03,0.00
40000,successful,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.06,0.06,0.00,0.06,0.06,0.00,0.06,0.00,0.04,0.06,0.00,0.05,0.05,0.05,0.04,0.00,0.06,0.05,0.06,0.06,0.04,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.06,0.00,0.04,0.05,0.00,0.04,0.04,0.00,0.00,0.06,0.05,0.00,0.06,0.05,0.00,0.05,0.06,0.05,0.00,0.06,0.00
50000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.07,0.00,0.05,0.05,0.06,0.00,0.00,0.06,0.05,0.05,0.00,0.00,0.06,0.00,0.06,0.05,0.05,0.06,0.00,0.06,0.06,0.05,0.07,0.00,0.00
10000,successful,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.04,0.03,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.03,0.03,0.03,0.00,0.03,0.00
10000,failed,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.05,0.04,0.02,0.00,0.04,0.04,0.05,0.00,0.04,0.05,0.04,0.03,0.05,0.03,0.05,0.05,0.04,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.00,0.04,0.00
4000,successful,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.03,0.05,0.03,0.03,0.04,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.04,0.00,0.04,0.00,0.04,0.04,0.04,0.00,0.00,0.00
20000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.09,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.00,0.08,0.08,0.09,0.00,0.00,0.00
5500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.00,0.05,0.05,0.04,0.00,0.00,0.00
4500,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.05,0.00,0.12,0.00,0.00,0.00,0.07,0.05,0.11,0.00,0.00,0.00,0.08,0.00,0.05,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.06,0.00
2200,failed,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.07,0.07,0.06,0.07,0.07,0.07,0.00,0.07,0.00,0.07,0.06,0.00,0.00
198000,failed,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.06,0.05,0.06,0.06,0.00,0.06,0.06,0.06,0.05,0.07,0.00,0.05,0.00,0.06,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.00
25000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.00,0.06,0.06,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.06,0.07,0.07,0.07,0.00,0.08,0.00
1950,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.02,0.02,0.04,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.05,0.02,0.02,0.00,0.04,0.02,0.03,0.00,0.00,0.00
500,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.03,0.00,0.00,0.05,0.04,0.05,0.05,0.00,0.03,0.00,0.02,0.04,0.05,0.00,0.00,0.00,0.03,0.00,0.04,0.00,0.00,0.00
10000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.04,0.00,0.04,0.03,0.04,0.00,0.00,0.00
7500,successful,0.03,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.00,0.05,0.00,0.04,0.04,0.00,0.00,0.00,0.03,0.04,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.04,0.04,0.03,0.03,0.00,0.00
8500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.07,0.00,0.00,0.07,0.08,0.07,0.00,0.08,0.07,0.07,0.07,0.00,0.00
10000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.07,0.06,0.06,0.06,0.00,0.00,0.07,0.07,0.06,0.00,0.00,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.00,0.06,0.00
20756,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.04,0.05,0.00,0.08,0.00,0.07,0.00,0.00,0.00
1800,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.00,0.03,0.03,0.03,0.00,0.03,0.03,0.03,0.03,0.00,0.03,0.00,0.03,0.03,0.03,0.03,0.03,0.00,0.04,0.03,0.03,0.00,0.02,0.00
2050,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.00,0.04,0.05,0.04,0.04,0.00,0.05,0.00,0.05,0.00,0.05,0.00,0.04,0.00,0.05,0.05,0.04,0.00,0.05,0.00
7500,successful,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.06,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.08,0.06,0.00,0.06,0.06,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.07,0.07,0.00
60000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.00
3000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.08,0.00,0.00,0.07,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00
15056,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.05,0.00,0.00,0.00,0.04,0.00,0.06,0.00,0.04,0.04,0.00,0.00,0.04,0.00,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00
10000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.03,0.00,0.05,0.00,0.00,0.00
5500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.07,0.07,0.00,0.00,0.07,0.07,0.00,0.07,0.07,0.08,0.08,0.08,0.08,0.00,0.07,0.00,0.08,0.08,0.07,0.00,0.00,0.00
35000,failed,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.08,0.07,0.00,0.00,0.00,0.07,0.06,0.08,0.08,0.00,0.00,0.06,0.00,0.08,0.08,0.08,0.00,0.08,0.07,0.07,0.00,0.00,0.06
5000,successful,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.04,0.05,0.05,0.05,0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.05,0.00,0.07,0.06,0.06,0.06,0.00,0.00,0.00,0.07,0.06,0.06,0.00,0.00,0.00
5000,successful,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.08,0.09,0.09,0.00,0.08,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.09,0.00,0.00,0.00
450,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.06,0.07,0.00,0.00,0.06,0.06,0.05,0.00,0.00,0.00
7500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.06,0.05,0.06,0.05,0.00,0.07,0.06,0.07,0.06,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.07,0.00,0.04,0.06,0.06,0.07,0.00,0.00
1500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.09,0.00,0.09,0.00,0.00,0.07,0.09,0.07,0.00,0.00
999,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.07,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.00,0.08,0.00,0.00,0.07,0.00,0.07,0.00,0.00,0.00
15000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.00,0.08,0.08,0.00,0.00,0.08,0.08,0.08,0.07,0.00,0.00,0.00,0.07,0.08,0.08,0.00,0.09,0.00,0.09,0.08,0.08,0.00,0.07,0.00
30000,failed,0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,-0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00
1500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.03,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.06,0.00,0.00,0.05,0.00,0.00,0.00
7000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.00,0.05,0.00,0.05,0.00,0.05,0.06,0.00,0.05,0.00,0.00,0.05,0.00,0.05,0.05,0.05,0.00,0.00,0.00
6500,successful,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.06,0.08,0.07,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.00,0.07,0.09,0.07,0.00,0.00,0.00
12000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,0.05,0.05,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.05,0.05,0.05,0.00,0.00,0.00
1000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.02,0.02,0.00,0.00,0.00,0.03,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.03,0.00,0.03,0.00,0.00,0.00
10000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.00,0.00,-0.01,0.00,0.00,0.00
2000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.07,0.06,0.00,0.00,0.07,0.07,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.05,0.00,0.00,0.07,0.07,0.07,0.00,0.07,0.00
450,successful,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.06,0.05,0.00,0.06,0.06,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.05,0.05,0.07,0.07,0.07,0.06,0.05,0.07,0.06,0.06,0.05,0.00,0.05
20000,successful,0.06,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.00,0.06,0.00,0.05,0.06,0.06,0.06,0.00,0.06,0.06,0.06,0.00,0.06,0.05
16750,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.04,0.00,0.04,0.04,0.03,0.00,0.00,0.04,0.04,0.04,0.04,0.00,0.00,0.00,0.05,0.04,0.04,0.04,0.00,0.04,0.04,0.04,0.04,0.04,0.00
15000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.06,0.00,0.07,0.06,0.06,0.06,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.06,0.06,0.07,0.00,0.06,0.07,0.06,0.00,0.07,0.07
1500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.07,0.02,0.00,0.07,0.05,0.07,0.00,0.00,0.00,0.08,0.07,0.07,0.07,0.00,0.04,0.00,0.06,0.06,0.05,0.00,0.05,0.00
200,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.08,0.05,0.07,0.00,0.00,0.00
600,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.08,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.00,0.09,0.00,0.09,0.09,0.09,0.00,0.00,0.09
25000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.00,0.07,0.07,0.08,0.00,0.00,0.08,0.00,0.07,0.00,0.00,0.00,0.00,0.07,0.08,0.08,0.07,0.00,0.08,0.08,0.07,0.00,0.00,0.00
100000,failed,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.07,0.00,0.08,0.00,0.00,0.08,0.00,0.00,0.08,0.07,0.00,0.00,0.00,0.06,0.07,0.00,0.08,0.00
3600,successful,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.06,0.05,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.06,0.07,0.04,0.05,0.07,0.00,0.00,0.05,0.06,0.06,0.04,0.00,0.00
500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.08,0.08,0.06,0.00,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.07,0.00,0.07,0.06,0.08,0.00,0.00,0.00
2000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.06,0.00,0.05,0.07,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.00,0.05
4000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.05,0.07,0.00,0.00,0.05,0.07,0.06,0.00,0.05,0.07,0.00,0.05,0.06,0.07,0.06,0.00,0.06,0.05,0.06,0.00,0.00,0.00
1970,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.04,0.05,0.04,0.00,0.00,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.04,0.00,0.04,0.06,0.05,0.00,0.00,0.00
2500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.00,0.00,0.04,0.02,0.00,0.00,0.03,0.04,0.02,0.03,0.00,0.03,0.04,0.05,0.04,0.03,0.02,0.00,0.03,0.03,0.03,0.02,0.00,0.00
130,failed,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.04,0.00,0.00,0.00,0.03,0.00,0.00,0.05,0.00,0.00,0.04,0.00,0.03,0.00,0.00,0.00
15000,successful,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.05,0.05,0.06,0.04,0.04,0.00,0.06,0.03,0.04,0.05,0.06,0.00,0.03,0.03,0.04,0.05,0.06,0.00,0.00,0.04,0.04,0.05,0.04,0.03,0.03
3122,successful,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,0.00,0.00,0.03,0.02,0.02,0.00,0.00,0.00,0.00,0.02,0.03,0.00,0.02,0.00,0.03,0.03,0.02,0.00,0.00,0.00
60000,failed,0.06,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.06,0.00,0.00,0.06,0.00,0.06,0.06,0.00,0.05,0.06,0.06,0.06,0.00,0.06,0.00,0.06,0.06,0.06,0.05,0.06,0.06
4000,failed,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.00,0.00,0.00,0.08,0.10,0.07,0.00,0.10,0.10,0.00,0.00,0.10,0.08,0.09,0.00,0.09,0.10,0.09,0.00,0.09,0.00
5000,successful,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.08,0.07,0.00,0.00,0.00,0.07,0.09,0.07,0.00,0.06,0.00,0.07,0.05,0.06,0.07,0.08,0.00,0.07,0.07,0.07,0.08,0.07,0.00
2000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.00,0.00,0.03,0.04,0.04,0.00,0.00,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.05,0.07,0.02,0.00,0.00,0.03,0.03,0.00,0.02,0.04,0.06,0.00,0.06,0.04,0.03,0.00,0.00,0.00
5500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.04,0.06,0.00,0.00,0.06,0.06,0.00,0.00,0.04,0.00,0.05,0.00,0.06,0.00,0.07,0.00,0.04,0.05,0.06,0.00,0.00,0.00
2000,failed,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,0.07,0.06,0.00,0.06,0.00,0.00,0.07,0.06,0.07,0.06,0.06,0.07,0.00,0.06,0.06,0.00,0.06,0.06,0.06,0.07,0.00,0.00
10000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.05,0.07,0.00,0.00,0.08,0.00,0.05,0.07,0.06,0.00,0.00,0.00
2500,successful,0.00,0.00,0.00,0.00,0.08,0.07,0.00,0.00,0.00,0.00,0.07,0.08,0.07,0.00,0.00,0.00,0.07,0.00,0.07,0.00,0.08,0.07,0.06,0.00,0.07,0.00,0.07,0.00,0.06,0.07,0.07,0.07,0.00,0.00
7500,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.05,0.06,0.05,0.06,0.00,0.00,0.05,0.05,0.06,0.00,0.00,0.06,0.00,0.00,0.05,0.06,0.06,0.00,0.05,0.05,0.06,0.00,0.00,0.00
2000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.06,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.07,0.00,0.06,0.06,0.06,0.00,0.05,0.00
8000,failed,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.05,0.05,0.05,0.05,0.05,0.00,0.05,0.05,0.05,0.00,0.00,0.00
3000,failed,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.07,0.08,0.06,0.00,0.07,0.00,0.07,0.00,0.07,0.00,0.00,0.07,0.00,0.07,0.06,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.00,0.00
5000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.08,0.08,0.00,0.09,0.09,0.08,0.00,0.09,0.00,0.00,0.08,0.09,0.08,0.08,0.08,0.00,0.08,0.00
1000,successful,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.00,0.00,0.09,0.08,0.00,0.09,0.08,0.00,0.09,0.10,0.09,0.09,0.09,0.00,0.00,0.08,0.09,0.08,0.00,0.00,0.00
